recipe_link,name,prep,cook,additional,total,servings,yield,ingredients,instructions,nutrition
https://www.allrecipes.com/recipe/68461/buffalo-chicken-dip/,Buffalo Chicken Dip Recipe,15 mins,40 mins,,55 mins,20,5 cups,"2 (10 ounce) cans chunk chicken, drained, ¾ cup pepper sauce (such as Frank's Red Hot®), 2 (8 ounce) packages cream cheese, softened, 1 cup Ranch dressing, 1 ½ cups shredded Cheddar cheese, 1 bunch celery, cleaned and cut into 4 inch pieces, 1 (8 ounce) box chicken-flavored crackers","Heat chicken and hot sauce in a skillet over medium heat until heated through, 3 to 5 minutes. Stir in cream cheese and ranch dressing. Cook and stir until well blended and warm, 3 to 5 minutes. Mix in 1/2 of the Cheddar cheese, and transfer the mixture to a slow cooker. Sprinkle the remaining cheese over top. Cover and cook on Low until dip is hot and bubbly, about 35 minutes. Serve with celery sticks and crackers.",284 calories; protein 11.1g; carbohydrates 8.6g; fat 22.6g; cholesterol 54.1mg; sodium 551.8mg.
https://www.allrecipes.com/recipe/25184/slow-cooker-chicken-creole/,Slow Cooker Chicken Creole Recipe,10 mins,12 hrs,,12 hrs 10 mins,4,4 servings,"4 skinless, boneless chicken breast halves, salt and pepper to taste, Creole-style seasoning to taste, 1 (14.5 ounce) can stewed tomatoes, with liquid, 1 stalk celery, diced, 1 green bell pepper, diced, 3 cloves garlic, minced, 1 onion, diced, 1 (4 ounce) can mushrooms, drained, 1 fresh jalapeno pepper, seeded and chopped","Place chicken breasts in slow cooker. Season with salt, pepper, and Creole-style seasoning to taste. Stir in tomatoes with liquid, celery, bell pepper, garlic, onion, mushrooms, and jalapeno pepper. Cook on Low for 10 to 12 hours, or on High for 5 to 6 hours.",189 calories; protein 29.6g; carbohydrates 13.8g; fat 1.9g; cholesterol 68.4mg; sodium 430.5mg.
https://www.allrecipes.com/recipe/281448/grilled-chicken-fajitas/,Grilled Chicken Fajitas,5 mins,15 mins,30 mins,50 mins,5,10 fajitas,"2 lime (2"" dia)s limes, juiced, 2 tablespoons olive oil, 2 tablespoons fajita seasoning, 1 pound skinless, boneless chicken breast halves, 2 large yellow bell peppers, 2 large red bell peppers, 10 (6 inch) flour tortillas, warmed","Whisk lime juice, olive oil, and fajita seasoning together in a bowl and pour into a resealable plastic bag. Add chicken breasts, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator for 30 minutes. Preheat an outdoor grill for medium heat and lightly oil the grate. Cut bell peppers in half and discard the inner membranes and seeds. Remove chicken from the marinade and shake off excess. Discard the remaining marinade. Place chicken and peppers (cut-sides down) on the preheated grill. Cook, turning occasionally, until chicken is no longer pink in the center and the juices run clear, and peppers have nice grill marks on them, about 15 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Cut peppers and chicken into strips and serve on tortillas.",402 calories; protein 25.7g; carbohydrates 46.1g; fat 12.9g; cholesterol 51.7mg; sodium 624.8mg.
https://www.allrecipes.com/recipe/233983/mamaws-chicken-and-rice-casserole/,Mamaw's Chicken and Rice Casserole Recipe,10 mins,1 hr,10 mins,1 hr 20 mins,6,6 servings,"3 chicken breasts, cut into cubes, 2 cups water, 2 cups instant white rice, 1 (10.75 ounce) can cream of chicken soup, 1 (10.75 ounce) can cream of celery soup, 1 (10.75 ounce) can cream of mushroom soup, salt and ground black pepper to taste, ½ cup butter, sliced into pats","Preheat oven to 400 degrees F (200 degrees C). Grease sides and bottom of a casserole dish. Stir chicken, water, rice, cream of chicken soup, cream of celery soup, and cream of mushroom soup together in the prepared casserole dish; season with salt and pepper. Arrange butter evenly over the top of the chicken mixture. Bake in preheated oven until the rice is tender and the chicken is cooked through, 1 hour to 75 minutes. Cool 10 to 15 minutes before serving.",441 calories; protein 16.8g; carbohydrates 36.7g; fat 25g; cholesterol 80.7mg; sodium 1211.2mg.
https://www.allrecipes.com/recipe/223382/chicken-stir-fry/,Chicken Stir-Fry Recipe,30 mins,35 mins,15 mins,1 hr 20 mins,6,6 servings,"2 cups white rice, 4 cups water, ⅔ cup soy sauce, ¼ cup brown sugar, 1 tablespoon cornstarch, 1 tablespoon minced fresh ginger, 1 tablespoon minced garlic, ¼ teaspoon red pepper flakes, 3 skinless, boneless chicken breast halves, thinly sliced, 1 tablespoon sesame oil, 1 green bell pepper, cut into matchsticks, 1 (8 ounce) can sliced water chestnuts, drained, 1 head broccoli, broken into florets, 1 cup sliced carrots, 1 onion, cut into large chunks, 1 tablespoon sesame oil","Bring rice and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until rice is tender, and liquid has been absorbed, 20 to 25 minutes. Combine soy sauce, brown sugar, and corn starch in a small bowl; stir until smooth. Mix ginger, garlic, and red pepper into sauce; coat chicken with marinade and refrigerate for at least 15 minutes. Heat 1 tablespoon sesame oil in a large skillet over medium-high heat. Cook and stir bell pepper, water chestnuts, broccoli, carrots, and onion until just tender, about 5 minutes. Remove vegetables from skillet and keep warm. Remove chicken from marinade, reserving liquid. Heat 1 tablespoon sesame oil in skillet over medium-high heat. Cook and stir chicken until slightly pink on the inside, about 2 minutes per side; return vegetables and reserved marinade to skillet. Bring to a boil; cook and stir until chicken is no longer pink in the middle and vegetables are tender, 5 to 7 minutes. Serve over rice.",700 calories; protein 67.7g; carbohydrates 76.7g; fat 12.1g; cholesterol 161.4mg; sodium 1790.4mg.
https://www.allrecipes.com/recipe/241890/grilled-chicken-marinade/,Grilled Chicken Marinade Recipe,10 mins,10 mins,4 hrs,4 hrs 20 mins,5,,"¼ cup red wine vinegar, ¼ cup reduced-sodium soy sauce, ¼ cup olive oil, 1 ½ teaspoons dried parsley flakes, ½ teaspoon dried basil, ½ teaspoon dried oregano, ¼ teaspoon garlic powder, ¼ teaspoon ground black pepper, 5 skinless, boneless chicken breasts, thinly sliced","Whisk vinegar, soy sauce, olive oil, parsley, basil, oregano, garlic powder, and black pepper together in a bowl and pour into a resealable plastic bag. Add chicken, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator, at least 4 hours. Preheat grill for medium-low heat and lightly oil the grate. Drain and discard marinade. Grill chicken on the preheated grill until no longer pink in the center, 4 to 5 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",233 calories; protein 24.3g; carbohydrates 2.4g; fat 13.6g; cholesterol 64.6mg; sodium 482.2mg.
https://www.allrecipes.com/recipe/257938/spicy-thai-basil-chicken-pad-krapow-gai/,Spicy Thai Basil Chicken (Pad Krapow Gai) Recipe,15 mins,10 mins,,25 mins,2,2 servings,"⅓ cup chicken broth, 1 tablespoon oyster sauce, 1 tablespoon soy sauce, or as needed, 2 teaspoons fish sauce, 1 teaspoon white sugar, 1 teaspoon brown sugar, 2 tablespoons vegetable oil, 1 pound skinless, boneless chicken thighs, coarsely chopped, ¼ cup sliced shallots, 4 cloves garlic, minced, 2 tablespoons minced Thai chilies, Serrano, or other hot pepper, 1 cup very thinly sliced fresh basil leaves, 2 cups hot cooked rice","Whisk chicken broth, oyster sauce, soy sauce, fish sauce, white sugar, and brown sugar together in a bowl until well blended. Heat large skillet over high heat. Drizzle in oil. Add chicken and stir fry until it loses its raw color, 2 to 3 minutes. Stir in shallots, garlic, and sliced chilies. Continue cooking on high heat until some of the juices start to caramelize in the bottom of the pan, about 2 or 3 more minutes. Add about a tablespoon of the sauce mixture to the skillet; cook and stir until sauce begins to caramelize, about 1 minute. Pour in the rest of the sauce. Cook and stir until sauce has deglazed the bottom of the pan. Continue to cook until sauce glazes onto the meat, 1 or 2 more minutes. Remove from heat. Stir in basil. Cook and stir until basil is wilted, about 20 seconds. Serve with rice.",715 calories; protein 49.8g; carbohydrates 58.6g; fat 30g; cholesterol 155.9mg; sodium 1181.9mg.
https://www.allrecipes.com/recipe/213666/best-city-chicken/,Best City Chicken Recipe,20 mins,55 mins,,1 hr 15 mins,7,14 skewers,"2 pounds boneless pork, cut into 1 1/2-inch cubes, 14 (4 inch) skewers, salt and ground black pepper to taste, seasoned salt (such as LAWRY'S®) to taste, 4 eggs, 3 tablespoons milk, 2 cups Italian seasoned bread crumbs, 2 cups water, 2 cups vegetable oil for frying","Thread 2 or 3 cubes of pork onto each skewer. Sprinkle each skewer on all sides with salt, black pepper, and seasoned salt, and set the skewers aside. Whisk eggs and milk together in a bowl. Place the seasoned bread crumbs in another bowl. Pour 2 cups of water into a 9x13-inch baking dish with a wire rack set in the dish, and set the dish aside. Preheat an oven to 350 degrees F (175 degrees C). Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Dip each skewer of pork into the egg mixture, then dip in crumbs; dip the skewers a second time into egg mixture and then crumbs. Gently lay the skewers, a few at a time, into the hot oil, and brown until the coating is crisp and golden brown, about 3 minutes per side. Set the fried skewers aside while you finish the rest. Once the skewers are all browned, set them on the wire rack in the baking dish. Cover the dish tightly with aluminum foil. Carefully place the baking dish with the skewers into the preheated oven, and bake until hot and no longer pink in the center, about 20 minutes. Remove the foil, and bake 10 minutes more to dry out the crumb coating. Serve hot.",369 calories; protein 31.7g; carbohydrates 23.4g; fat 15.8g; cholesterol 178.9mg; sodium 618.8mg.
https://www.allrecipes.com/recipe/231644/chicken-souvlaki-with-tzatziki-sauce/,Chicken Souvlaki with Tzatziki Sauce Recipe,15 mins,15 mins,2 hrs,2 hrs 30 mins,6,,"¼ cup olive oil, 2 cloves garlic, minced, 2 tablespoons lemon juice, 1 teaspoon dried oregano, ½ teaspoon salt, 1 ½ pounds skinless, boneless chicken breast halves - cut into bite-sized pieces, 6 wooden skewers, or as needed, 1 (6 ounce) container plain Greek-style yogurt, ½ cucumber - peeled, seeded, and grated, 1 tablespoon olive oil, 2 teaspoons white vinegar, 1 clove garlic, minced, 1 pinch salt","Prepare kabobs: Combine olive oil, garlic, lemon juice, oregano, and salt in a large resealable bag. Add chicken, coat with the marinade, squeeze out excess air and seal the bag; marinate in the refrigerator for 2 hours. Prepare sauce: Mix yogurt, cucumber, olive oil, vinegar, garlic, and salt together in a bowl. Refrigerate sauce for flavors to blend, 1 to 2 hours. Soak wooden skewers in a bowl of cold water for about 15 minutes. Preheat an outdoor grill for medium-high heat and lightly oil the grate. Remove chicken from marinade and thread onto the soaked skewers. Discard unused marinade. Cook the skewers on the preheated grill, turning frequently until browned on all sides and chicken is no longer pink in the center, about 7 to 8 minutes per side. Serve with tzatziki sauce.",268 calories; protein 25.5g; carbohydrates 2.6g; fat 16.8g; cholesterol 70.9mg; sodium 295mg.
https://www.allrecipes.com/recipe/8499/basic-chicken-salad/,Basic Chicken Salad Recipe,5 mins,5 mins,,10 mins,2,2 servings,"½ cup blanched slivered almonds, ½ cup mayonnaise, 1 tablespoon lemon juice, ¼ teaspoon ground black pepper, 2 cups chopped, cooked chicken meat, 1 stalk celery, chopped","Place almonds in a frying pan. Toast over medium-high heat, shaking frequently. Watch carefully, as they burn easily. Mix together mayonnaise, lemon juice, and pepper in a medium bowl. Toss with chicken, toasted almonds, and celery.",779 calories; protein 44.3g; carbohydrates 8.4g; fat 63.1g; cholesterol 125.9mg; sodium 403mg.
https://www.allrecipes.com/recipe/26460/quick-and-easy-chicken-noodle-soup/,Quick and Easy Chicken Noodle Soup Recipe,10 mins,30 mins,,40 mins,6,6 servings,"1 tablespoon butter, ½ cup chopped onion, ½ cup chopped celery, 4 (14.5 ounce) cans chicken broth, 1 (14.5 ounce) can vegetable broth, ½ pound chopped cooked chicken breast, 1 ½ cups egg noodles, 1 cup sliced carrots, ½ teaspoon dried basil, ½ teaspoon dried oregano, salt and ground black pepper to taste","Melt butter in a large pot over medium heat. Add onion and celery and cook until just tender, about 5 minutes. Add chicken broth, vegetable broth, chicken, egg noodles, carrots, basil, oregano, salt, and pepper. Stir to combine and bring to a boil. Reduce heat and simmer for 20 minutes.",162 calories; protein 13.4g; carbohydrates 12.1g; fat 6.1g; cholesterol 46.4mg; sodium 1356.8mg.
https://www.allrecipes.com/recipe/79538/coronation-chicken/,Coronation Chicken Recipe,20 mins,40 mins,1 hr,2 hrs,6,,"6 skinless, boneless chicken breast halves, ⅓ cup sultana raisins, 1 (1 pound) large mango, peeled, thinly sliced, ⅔ cup mayonnaise, 1 teaspoon mild curry powder, 1 tablespoon mango chutney, 1 teaspoon fresh lemon juice, 1 pinch salt and ground black pepper, ¾ cup toasted cashews","In a large pot, cook chicken in lightly salted boiling water for 20 minutes. Drain, cool, and cut into 1/2-inch strips. In a large bowl, stir together chicken strips, raisins, and 1/2 of the mango. In a medium bowl, mix together mayonnaise, curry powder, chutney, and lemon juice. Season with salt and pepper, then toss gently with chicken mixture. Stir in 1/2 of the cashews. Transfer to a platter, and garnish with remaining mango strips and cashews.",476 calories; protein 26.5g; carbohydrates 27.9g; fat 30g; cholesterol 70.2mg; sodium 301.6mg.
https://www.allrecipes.com/recipe/72068/chicken-katsu/,Chicken Katsu Recipe,10 mins,10 mins,,20 mins,4,4 servings,"4 skinless, boneless chicken breast halves - pounded to 1/2 inch thickness, salt and pepper to taste, 2 tablespoons all-purpose flour, 1 egg, beaten, 1 cup panko bread crumbs, 1 cup oil for frying, or as needed","Season the chicken breasts on both sides with salt and pepper. Place the flour, egg and panko crumbs into separate shallow dishes. Coat the chicken breasts in flour, shaking off any excess. Dip them into the egg, and then press into the panko crumbs until well coated on both sides. Heat 1/4 inch of oil in a large skillet over medium-high heat. Place chicken in the hot oil, and cook 3 or 4 minutes per side, or until golden brown.",297 calories; protein 31.2g; carbohydrates 22.2g; fat 11.4g; cholesterol 118.4mg; sodium 250.7mg.
https://www.allrecipes.com/recipe/31848/jambalaya/,Jambalaya Recipe,20 mins,45 mins,,1 hr 5 mins,6,6 servings,"2 tablespoons peanut oil, divided, 1 tablespoon Cajun seasoning, 10 ounces andouille sausage, sliced into rounds, 1 pound boneless skinless chicken breasts, cut into 1 inch pieces, 1 onion, diced, 1 small green bell pepper, diced, 2 stalks celery, diced, 3 cloves garlic, minced, 1 (16 ounce) can crushed Italian tomatoes, ½ teaspoon red pepper flakes, ½ teaspoon ground black pepper, 1 teaspoon salt, ½ teaspoon hot pepper sauce, 2 teaspoons Worcestershire sauce, 1 teaspoon file powder, 1 ¼ cups uncooked white rice, 2 ½ cups chicken broth","Heat 1 tablespoon of peanut oil in a large heavy Dutch oven over medium heat. Season the sausage and chicken pieces with Cajun seasoning. Saute sausage until browned. Remove with slotted spoon, and set aside. Add 1 tablespoon peanut oil, and saute chicken pieces until lightly browned on all sides. Remove with a slotted spoon, and set aside. In the same pot, saute onion, bell pepper, celery and garlic until tender. Stir in crushed tomatoes, and season with red pepper, black pepper, salt, hot pepper sauce, Worcestershire sauce and file powder. Stir in chicken and sausage. Cook for 10 minutes, stirring occasionally. Stir in the rice and chicken broth. Bring to a boil, reduce heat, and simmer for 20 to 25 minutes, or until liquid is absorbed.",465 calories; protein 28.1g; carbohydrates 42.4g; fat 19.8g; cholesterol 73.1mg; sodium 1632.7mg.
https://www.allrecipes.com/recipe/275490/fried-chicken-sandwich/,Fried Chicken Sandwich Recipe,20 mins,10 mins,1 hr 5 mins,1 hr 35 mins,6,,"3 skinless, boneless chicken breast halves, 12 dill pickle slices, with brine, peanut oil for frying, 1 cup all-purpose flour, 2 tablespoons powdered sugar, 1 teaspoon salt, paprika, ½ teaspoon ground black pepper, ½ teaspoon celery salt, ½ teaspoon dried basil, 2 large eggs, milk, 2 tablespoons butter, softened, 6 sandwich buns","Place each chicken breast between two sheets of heavy plastic on a solid, level surface. Firmly pound chicken with the smooth side of a meat mallet to an even thickness. Cut each breast in half and place in a bowl. Pour pickle brine on top and let sit for 1 hour. Meanwhile, mix flour, powdered sugar, salt, paprika, pepper, celery salt, and basil in a bowl. Whisk eggs and milk together in another bowl. Drain liquid from the chicken and rinse off briefly. Shake any excess liquid from chicken. Heat oil in a deep-fryer or large skillet to 350 degrees F (175 degrees C). Dip each piece of chicken into the flour mixture, then into the egg-milk mixture, then coat again with the flour. Dip each piece again, if desired. Deep-fry chicken, a few pieces at a time, until golden brown, 2 to 3 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Let chicken rest on a cooling rack set over a baking sheet for 5 minutes. While chicken is resting, lightly butter each sandwich bun and toast them in a skillet. Add 2 pickle slices to the bottom of each bun, then a chicken piece, then top with the other bun. Repeat to make remaining sandwiches.",405 calories; protein 16.5g; carbohydrates 183.2g; fat 19.9g; cholesterol 105.3mg; sodium 1440.4mg.
https://www.allrecipes.com/recipe/54202/greek-style-garlic-chicken-breast/,Greek Style Garlic Chicken Breast Recipe,10 mins,25 mins,1 day,1 day 35 mins,4,4 servings,"4 skinless, boneless chicken breast halves, 1 cup extra virgin olive oil, 1 lemon, juiced, 2 teaspoons crushed garlic, 1 teaspoon salt, 1 ½ teaspoons black pepper, ⅓ teaspoon paprika","Cut 3 slits in each chicken breast to allow marinade to penetrate. In a small bowl, whisk together olive oil, lemon juice, garlic, salt, pepper, and paprika for about 30 seconds. Place chicken in a large bowl, and pour marinade over. Using your hands, work marinade into chicken. Cover, and refrigerate overnight. Preheat grill for medium heat, and lightly oil grate. Cook chicken on grill until meat is no longer pink and juices run clear.",644 calories; protein 27.8g; carbohydrates 4g; fat 57.6g; cholesterol 68.4mg; sodium 659.5mg.
https://www.allrecipes.com/recipe/16354/easy-meatloaf/,Easy Meatloaf Recipe,15 mins,1 hr,,1 hr 15 mins,8,8 servings,"1 ½ pounds ground beef, 1 egg, 1 onion, chopped, 1 cup milk, 1 cup dried bread crumbs, salt and pepper to taste, 2 tablespoons brown sugar, 2 tablespoons prepared mustard, ⅓ cup ketchup","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine the beef, egg, onion, milk and bread OR cracker crumbs. Season with salt and pepper to taste and place in a lightly greased 9x5-inch loaf pan, or form into a loaf and place in a lightly greased 9x13-inch baking dish. In a separate small bowl, combine the brown sugar, mustard and ketchup. Mix well and pour over the meatloaf. Bake at 350 degrees F (175 degrees C) for 1 hour.",372 calories; protein 18.2g; carbohydrates 18.5g; fat 24.7g; cholesterol 98mg; sodium 334.6mg.
https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,Hamburger Steak with Onions and Gravy Recipe,15 mins,25 mins,,40 mins,4,4 servings,"1 pound ground beef, 1 egg, ¼ cup bread crumbs, ⅛ teaspoon ground black pepper, ½ teaspoon seasoned salt, ½ teaspoon onion powder, ½ teaspoon garlic powder, 1 teaspoon Worcestershire sauce, 1 tablespoon vegetable oil, 1 cup thinly sliced onion, 2 tablespoons all-purpose flour, 1 cup beef broth, 1 tablespoon cooking sherry, ½ teaspoon seasoned salt","In a large bowl, mix together the ground beef, egg, bread crumbs, pepper, salt, onion powder, garlic powder, and Worcestershire sauce. Form into 8 balls, and flatten into patties. Heat the oil in a large skillet over medium heat. Fry the patties and onion in the oil until patties are nicely browned, about 4 minutes per side. Remove the beef patties to a plate, and keep warm. Sprinkle flour over the onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom as you stir. Gradually mix in the beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat for about 5 minutes, until the gravy thickens. Turn heat to low, return patties to the gravy, cover, and simmer for another 15 minutes.",319 calories; protein 23.1g; carbohydrates 13.5g; fat 18.5g; cholesterol 115.3mg; sodium 597.2mg.
https://www.allrecipes.com/recipe/244911/tender-eye-of-round-roast/,Tender Eye of Round Roast,1 hr,1 hr 30 mins,,2 hrs 30 mins,4,4 servings,"1 tablespoon olive oil, 2 teaspoons kosher salt, 1 teaspoon black pepper, ½ teaspoon dried thyme, 4 cloves garlic, minced, 1 (3 pound) beef eye of round roast, ½ cup dry red wine (merlot or cabernet sauvignon), ½ cup beef broth, 2 tablespoons cold butter, cubed, Reynolds Wrap® Aluminum Foil","Combine the oil, salt, pepper, thyme and garlic into a paste, then rub all over the roast. Set aside at room temperature for 1 hour. Forty minutes into the hour, pre-heat the oven to 500 degrees F. On a baking sheet, place two sheets of Reynolds Wrap® Aluminum Foil large enough to cover the roast. Place the roast on the foil sheets and transfer everything to the oven. Roast for 6 minutes per pound. Remove from the oven. Fold up the foil so it wraps the roast then return it to the oven. Reduce the oven temperature to 170 degrees F and roast for one hour. After an hour, check the internal temperature with an instant-read thermometer: 120-125 degrees F will yield a rare center, 130-140 degrees F will yield a medium-rare center, and 140-150 degrees F will yield a medium center. When the roast is finished, remove it and set it on a cutting board to rest. Transfer any drippings from the roast into a saucepan, then combine with the red wine and beef broth. Bring to a simmer over med-high heat and reduce by 1/4; reduce heat to medium-low and whisk in the cubes of butter one at a time until incorporated into the sauce. Add salt and pepper to taste and set aside. Slice the roast into 1/2 inch thick slices and serve with the pan sauce poured on top.",685 calories; protein 99.7g; carbohydrates 2.2g; fat 25.6g; cholesterol 198.9mg; sodium 1230.8mg.
https://www.allrecipes.com/recipe/23600/worlds-best-lasagna/,World's Best Lasagna Recipe,30 mins,2 hrs 30 mins,15 mins,3 hrs 15 mins,12,12 servings,"1 pound sweet Italian sausage, ¾ pound lean ground beef, ½ cup minced onion, 2 cloves garlic, crushed, 1 (28 ounce) can crushed tomatoes, 2 (6 ounce) cans tomato paste, 2 (6.5 ounce) cans canned tomato sauce, ½ cup water, 2 tablespoons white sugar, 1 ½ teaspoons dried basil leaves, ½ teaspoon fennel seeds, 1 teaspoon Italian seasoning, 1 ½ teaspoons salt, divided, or to taste, ¼ teaspoon ground black pepper, 4 tablespoons chopped fresh parsley, 12 lasagna noodles, 16 ounces ricotta cheese, 1 egg, ¾ pound mozzarella cheese, sliced, ¾ cup grated Parmesan cheese","In a Dutch oven, cook sausage, ground beef, onion, and garlic over medium heat until well browned. Stir in crushed tomatoes, tomato paste, tomato sauce, and water. Season with sugar, basil, fennel seeds, Italian seasoning, 1 teaspoon salt, pepper, and 2 tablespoons parsley. Simmer, covered, for about 1 1/2 hours, stirring occasionally. Bring a large pot of lightly salted water to a boil. Cook lasagna noodles in boiling water for 8 to 10 minutes. Drain noodles, and rinse with cold water. In a mixing bowl, combine ricotta cheese with egg, remaining parsley, and 1/2 teaspoon salt. Preheat oven to 375 degrees F (190 degrees C). To assemble, spread 1 1/2 cups of meat sauce in the bottom of a 9x13-inch baking dish. Arrange 6 noodles lengthwise over meat sauce. Spread with one half of the ricotta cheese mixture. Top with a third of mozzarella cheese slices. Spoon 1 1/2 cups meat sauce over mozzarella, and sprinkle with 1/4 cup Parmesan cheese. Repeat layers, and top with remaining mozzarella and Parmesan cheese. Cover with foil: to prevent sticking, either spray foil with cooking spray, or make sure the foil does not touch the cheese. Bake in preheated oven for 25 minutes. Remove foil, and bake an additional 25 minutes. Cool for 15 minutes before serving.",448 calories; protein 29.7g; carbohydrates 36.5g; fat 21.3g; cholesterol 81.8mg; sodium 1400.4mg.
https://www.allrecipes.com/recipe/261152/easy-beef-stroganoff-in-the-slow-cooker/,Easy Beef Stroganoff in the Slow Cooker Recipe,10 mins,4 hrs,,4 hrs 10 mins,5,,"1 ⅓ pounds cubed beef stew meat, 2 cups fresh mushrooms, thickly sliced, 1 (10.75 ounce) can condensed cream of mushroom soup, 1 cup milk, 2 onions, chopped, 2 tablespoons Worcestershire sauce, 6 ounces herb and garlic-flavored cream cheese, 1 cup fusilli pasta, ¼ cup sour cream (Optional)","Combine beef, mushrooms, cream of mushroom soup, milk, onions, and Worcestershire sauce in a slow cooker. Cook on High for 3 to 4 hours, or on Low for 5 to 7 hours. Stir in cream cheese until well dissolved; cook for 1 hour more. During the last 20 minutes of cooking, bring a large pot of lightly salted water to a boil. Add fusilli to the boiling water and cook, stirring occasionally, until tender yet firm to the bite, about 12 minutes. Drain. Serve stroganoff over fusilli and garnish with sour cream.",450 calories; protein 29.4g; carbohydrates 23.9g; fat 25.3g; cholesterol 105.9mg; sodium 738mg.
https://www.allrecipes.com/recipe/231175/my-favorite-sloppy-joes/,My Favorite Sloppy Joes Recipe,10 mins,40 mins,,50 mins,6,6 servings,"1 pound lean ground beef, 1 cup ketchup, ¼ cup dried minced onion, 3 tablespoons brown sugar, or to taste, 2 tablespoons spicy brown mustard, 1 tablespoon Worcestershire sauce, or more to taste, 1 tablespoon liquid smoke flavoring, 1 teaspoon minced garlic, 1 cup beef broth, salt and ground black pepper to taste","Cook and stir ground beef in a skillet over medium heat until meat is browned and crumbly, about 10 minutes; drain excess grease. Mix ketchup, dried onion, brown sugar, mustard, Worcestershire sauce, smoke flavoring, and garlic into beef, stirring until brown sugar has dissolved. Stir beef broth into beef mixture and bring to a boil; reduce heat to low and simmer until thick, about 30 minutes. Season with salt and black pepper.",248 calories; protein 16.1g; carbohydrates 19.6g; fat 12g; cholesterol 49.6mg; sodium 743.4mg.
https://www.allrecipes.com/recipe/232838/easy-taco-skillet/,Easy Taco Skillet Recipe,10 mins,30 mins,,40 mins,4,4 servings,"1 pound ground beef, 1 onion, chopped, 1 (14.5 ounce) can diced tomatoes, 2 cups water, 1 cup converted rice, 1 (1 ounce) package taco seasoning, 1 cup shredded Mexican cheese blend, 1 cup shredded lettuce","Heat a large skillet over medium heat; cook and stir beef and onion until beef is browned, about 5 minutes. Drain. Stir tomatoes, water, rice, and taco seasoning into beef mixture and bring to a boil. Reduce heat to medium-low, cover, and simmer until rice is tender, about 25 minutes. Top with Mexican cheese blend and lettuce before serving.",494 calories; protein 30.1g; carbohydrates 34.5g; fat 24.7g; cholesterol 103.3mg; sodium 1010.3mg.
https://www.allrecipes.com/recipe/100182/grandpas-classic-coney-sauce/,Grandpa's Classic Coney Sauce Recipe,10 mins,2 hrs,,2 hrs 10 mins,12,12 servings,"2 pounds ground beef, ½ cup chopped onion, 1 ½ cups ketchup, ¼ cup white sugar, ¼ cup white vinegar, ¼ cup prepared yellow mustard, ½ teaspoon celery seed, ¾ teaspoon Worcestershire sauce, ½ teaspoon ground black pepper, ¾ teaspoon salt","Place the ground beef and onion in a large skillet over medium-high heat. Cook, stirring to crumble, until beef is browned. Drain. Transfer the beef and onion to a slow cooker and stir in the ketchup, sugar, vinegar and mustard. Season with celery seed, Worcestershire sauce, pepper and salt. Cover and simmer on Low setting for a few hours before serving.",186 calories; protein 13.5g; carbohydrates 12.8g; fat 9.2g; cholesterol 45.9mg; sodium 586.1mg.
https://www.allrecipes.com/recipe/26607/ground-beef-green-chili-casserole/,Ground Beef Green Chili Casserole Recipe,15 mins,30 mins,,45 mins,9,8 to 10 servings,"1 pound ground beef, 8 (6 inch) corn tortillas, 1 small onion, diced, 1 pound processed cheese food, shredded, 1 (4 ounce) can green chile peppers, chopped, 1 (10.75 ounce) can condensed cream of chicken soup, ½ cup milk","Preheat oven to 325 degrees F (165 degrees C). Grease a medium sized casserole dish. In a medium skillet over medium heat, cook the ground beef until evenly browned; drain fat. Place half of the tortillas on the bottom of the prepared casserole dish and spread with half of the onion, cheese, ground beef and chiles. Layer with the remaining tortillas, onion, half of the remaining cheese, ground beef and chiles. In a medium bowl, dilute the soup with milk and pour over the top of the casserole. Bake in the preheated oven for 30 minutes. Sprinkle with the remaining cheese and bake for another 5 to 10 minutes, or until the cheese has melted.",350 calories; protein 20.5g; carbohydrates 18.8g; fat 21.5g; cholesterol 74.7mg; sodium 1051.3mg.
